latitude,longitude,Attacktype,Deaths,nkill
33.303566,44.371773,Bombing/Explosion,1,4
33.303566,44.371773,Bombing/Explosion,1,4
13.219398,45.307838,Unknown,3,4
13.702663,44.73357,Bombing/Explosion,2,4
16.249994,45.478097,Bombing/Explosion,16,16
16.249994,45.478097,Assassination,16,16
17.060139,43.599369,Bombing/Explosion,41,41
13.887403,45.863647,Bombing/Explosion,0,4
36.354145,43.14357,Armed Assault,1,4
13.129726,45.385571,Bombing/Explosion,5,5
13.129726,45.385571,Armed Assault,3,4
12.648483,-7.99414,Facility/Infrastructure Attack,0,4
13.511596,2.125385,Hostage Taking (Kidnapping),2,4
13.887403,45.863647,Bombing/Explosion,10,10
13.887403,45.863647,Assassination,4,4
14.326655,47.447216,Assassination,1,4
34.621521,43.668377,Bombing/Explosion,61,61
13.887403,45.863647,Armed Assault,1,4
15.45639,45.324871,Armed Assault,1,4
15.502404,45.449854,Unknown,1,4
18.079275,-15.965107,Assassination,0,4
15.325443,44.211895,Assassination,1,4
24.553989,9.484227,Hostage Taking (Kidnapping),0,4
17.866496,-14.658782,Armed Assault,1,4
13.88908,45.870951,Armed Assault,1,4
14.762732,49.605728,Assassination,1,4
15.964205,48.78252,Armed Assault,1,4
13.129726,45.385571,Armed Assault,1,4
14.54397,49.12458,Armed Assault,4,4
15.502404,45.449854,Armed Assault,6,6
13.219398,45.307838,Bombing/Explosion,110,110
34.621521,43.668377,Bombing/Explosion,68,68
33.303566,44.371773,Armed Assault,2,4
36.74704,4.370063,Armed Assault,14,14
13.129726,45.385571,Armed Assault,1,4
13.129726,45.385571,Armed Assault,0,4
12.825647,44.846416,Armed Assault,1,4
31.633333,-8,Bombing/Explosion,17,17
13.129726,45.385571,Armed Assault,3,4
36.814496,3.861964,Armed Assault,1,4
15.45639,45.324871,Bombing/Explosion,4,4
14.413989,44.837418,Armed Assault,6,6
13.683741,46.081752,Hostage Taking (Kidnapping),0,4
13.129726,45.385571,Armed Assault,1,4
32.31863,10.395596,Bombing/Explosion,0,4
14.54397,49.12458,Armed Assault,3,4
35.651733,9.055869,Armed Assault,4,4
14.326655,47.447216,Armed Assault,0,4
15.325443,44.211895,Assassination,7,7
13.129726,45.385571,Unknown,10,10
12.825647,44.846416,Armed Assault,0,4
13.129726,45.385571,Armed Assault,15,15
18.739003,7.389477,Armed Assault,2,4
13.219398,45.307838,Hostage Taking (Kidnapping),0,4
13.063399,44.880882,Armed Assault,3,4
12.825647,44.846416,Assassination,1,4
13.129726,45.385571,Hostage Taking (Kidnapping),0,4
13.129726,45.385571,Hostage Taking (Kidnapping),0,4
13.129726,45.385571,Armed Assault,19,19
36.714164,4.050111,Armed Assault,2,4
18.673703,-7.092877,Armed Assault,0,4
13.887403,45.863647,Armed Assault,10,10
13.129726,45.385571,Unknown,3,4
13.683741,46.081752,Facility/Infrastructure Attack,0,4
36.741667,3.723056,Bombing/Explosion,,4
12.825647,44.846416,Bombing/Explosion,1,4
12.825647,44.846416,Bombing/Explosion,6,6
13.129726,45.385571,Unknown,12,12
31.50547,74.34288,Hostage Taking (Kidnapping),1,4
16.199874,44.408998,Bombing/Explosion,14,14
34.271034,45.163567,Bombing/Explosion,1,4
36.714164,4.050111,Armed Assault,2,4
13.357599,45.69648,Unknown,0,4
13.932036,46.083254,Bombing/Explosion,5,5
13.129726,45.385571,Bombing/Explosion,10,10
13.683741,46.081752,Unknown,14,14
13.357599,45.69648,Bombing/Explosion,0,4
34.125729,45.003342,Armed Assault,1,4
13.129726,45.385571,Bombing/Explosion,8,8
13.683741,46.081752,Unknown,36,36
13.129726,45.385571,Armed Assault,18,18
13.129726,45.385571,Facility/Infrastructure Attack,10,10
14.719504,46.868266,Unknown,,4
13.129726,45.385571,Bombing/Explosion,2,4
13.129726,45.385571,Bombing/Explosion,6,6
12.825647,44.846416,Armed Assault,1,4
32.468191,44.550194,Bombing/Explosion,5,5
13.129726,45.385571,Armed Assault,1,4
12.870799,45.046499,Bombing/Explosion,0,4
13.219398,45.307838,Armed Assault,1,4
32.604393,44.007145,Bombing/Explosion,3,4
32.604393,44.007145,Bombing/Explosion,3,4
32.604393,44.007145,Bombing/Explosion,3,4
13.129726,45.385571,Armed Assault,4,4
12.825647,44.846416,Assassination,1,4
33.716995,44.679516,Hostage Taking (Kidnapping),1,4
33.864799,42.536385,Hostage Taking (Kidnapping),0,4
13.063399,44.880882,Assassination,1,4
36.714164,4.050111,Bombing/Explosion,0,4
12.825647,44.846416,Bombing/Explosion,0,4
12.825647,44.846416,Assassination,1,4
14.54397,49.12458,Armed Assault,2,4
33.953167,44.921906,Armed Assault,1,4
13.219398,45.307838,Unarmed Assault,0,4
12.825647,44.846416,Assassination,1,4
14.54397,49.12458,Assassination,1,4
33.813793,44.657238,Bombing/Explosion,0,4
13.932036,46.083254,Bombing/Explosion,2,4
15.286179,-1.702154,Hostage Taking (Kidnapping),1,4
16.77532,-3.008265,Hostage Taking (Kidnapping),1,4
34.208416,43.890713,Armed Assault,5,5
12.870799,45.046499,Assassination,2,4
14.769764,49.374268,Armed Assault,1,4
13.129726,45.385571,Bombing/Explosion,5,5
14.719504,46.868266,Assassination,1,4
13.129726,45.385571,Armed Assault,10,10
15.413965,45.95049,Bombing/Explosion,0,4
13.178143,44.632399,Armed Assault,1,4
33.303566,44.371773,Bombing/Explosion,2,4
33.303566,44.371773,Bombing/Explosion,3,4
33.303566,44.371773,Bombing/Explosion,5,5
33.303566,44.371773,Bombing/Explosion,7,7
33.303566,44.371773,Bombing/Explosion,18,18
33.303566,44.371773,Bombing/Explosion,1,4
33.303566,44.371773,Bombing/Explosion,1,4
33.303566,44.371773,Bombing/Explosion,0,4
33.303566,44.371773,Bombing/Explosion,3,4
33.303566,44.371773,Bombing/Explosion,4,4
33.303566,44.371773,Bombing/Explosion,2,4
33.848618,44.522125,Unknown,5,5
33.303566,44.371773,Bombing/Explosion,0,4
33.303566,44.371773,Bombing/Explosion,1,4
33.515244,36.292084,Bombing/Explosion,23,23
33.515244,36.292084,Bombing/Explosion,23,23
33.571807,44.536067,Armed Assault,5,5
36.835434,3.688386,Bombing/Explosion,0,4
12.849085,45.037275,Armed Assault,1,4
13.3576,45.696479,Armed Assault,2,4
34.840833,6.041389,Hostage Taking (Kidnapping),0,4
12.849085,45.037275,Assassination,0,4
12.849085,45.037275,Armed Assault,3,4
14.550455,44.397706,Armed Assault,1,4
33.303567,44.371771,Assassination,1,4
11.974328,8.500261,Hostage Taking (Kidnapping),1,4
16.930414,49.365315,Assassination,1,4
13.129727,45.385572,Bombing/Explosion,5,5
14.931029,45.503647,Armed Assault,3,4
13.063399,44.880882,Armed Assault,2,4
13.985013,45.558478,Assassination,1,4
12.783454,45.033404,Bombing/Explosion,0,4
13.985013,45.558478,Assassination,5,5
15.515888,45.449806,Bombing/Explosion,1,4
13.129727,45.385572,Armed Assault,0,4
33.303567,44.371771,Bombing/Explosion,16,16
33.743239,44.623824,Armed Assault,4,4
33.271403,44.493661,Bombing/Explosion,1,4
33.303567,44.371771,Armed Assault,6,6
33.271403,44.493661,Bombing/Explosion,2,4
33.303567,44.371771,Bombing/Explosion,6,6
34.010473,44.148235,Bombing/Explosion,7,7
34.950795,43.494542,Bombing/Explosion,3,4
33.835628,44.247406,Bombing/Explosion,1,4
34.881348,44.62513,Bombing/Explosion,0,4
34.533753,43.483738,Armed Assault,2,4
33.743239,44.623824,Bombing/Explosion,3,4
34.271035,45.163568,Bombing/Explosion,3,4
32.777344,44.289352,Bombing/Explosion,1,4
35.452112,44.375464,Bombing/Explosion,0,4
35.452112,44.375464,Bombing/Explosion,0,4
36.354146,43.143571,Armed Assault,1,4
36.354146,43.143571,Bombing/Explosion,1,4
33.271403,44.493661,Bombing/Explosion,1,4
33.303567,44.371771,Bombing/Explosion,2,4
33.540671,44.251268,Bombing/Explosion,0,4
33.303567,44.371771,Bombing/Explosion,2,4
32.469239,44.416638,Bombing/Explosion,1,4
32.54855,44.545441,Bombing/Explosion,1,4
33.303567,44.371771,Bombing/Explosion,2,4
33.100528,44.584493,Bombing/Explosion,0,4
36.354146,43.143571,Bombing/Explosion,0,4
36.354146,43.143571,Bombing/Explosion,0,4
33.693946,45.067425,Bombing/Explosion,0,4
35.244444,43.893056,Bombing/Explosion,0,4
35.244444,43.893056,Bombing/Explosion,0,4
33.743239,44.623824,Bombing/Explosion,1,4
33.743239,44.623824,Bombing/Explosion,2,4
33.303567,44.371771,Unknown,2,4
14.54397,49.124579,Bombing/Explosion,31,31
13.634341,46.056321,Hostage Taking (Kidnapping),0,4
13.3576,45.696479,Hostage Taking (Kidnapping),0,4
12.849085,45.037275,Armed Assault,0,4
13.985013,45.558478,Bombing/Explosion,3,4
14.54397,49.124579,Bombing/Explosion,1,4
14.54397,49.124579,Bombing/Explosion,0,4
13.129727,45.385572,Hostage Taking (Kidnapping),210,210
13.129727,45.385572,Bombing/Explosion,22,22
13.129727,45.385572,Bombing/Explosion,5,5
15.914915,48.650744,Armed Assault,1,4
15.325444,44.211895,Bombing/Explosion,0,4
34.160588,42.37254,Assassination,2,4
34.160588,42.37254,Armed Assault,14,14
34.160588,42.37254,Assassination,2,4
34.160588,42.37254,Armed Assault,14,14
13.985013,45.558478,Armed Assault,1,4
12.849057,44.972015,Bombing/Explosion,0,4
14.536389,46.833056,Armed Assault,1,4
36.373718,42.451778,Bombing/Explosion,7,7
36.373718,42.451778,Bombing/Explosion,8,8
12.849085,45.037275,Bombing/Explosion,0,4
13.928919,46.079398,Bombing/Explosion,3,4
12.825748,44.79438,Bombing/Explosion,0,4
13.928919,46.079398,Bombing/Explosion,2,4
13.985013,45.558478,Bombing/Explosion,7,7
12.849085,45.037275,Bombing/Explosion,0,4
14.781294,42.972851,Hostage Taking (Kidnapping),0,4
12.849085,45.037275,Bombing/Explosion,1,4
12.849085,45.037275,Bombing/Explosion,1,4
12.849085,45.037275,Bombing/Explosion,0,4
12.849085,45.037275,Armed Assault,0,4
13.586484,44.024105,Armed Assault,1,4
33.743239,44.623824,Armed Assault,1,4
33.303567,44.371771,Bombing/Explosion,3,4
32.604392,44.007145,Bombing/Explosion,7,7
35.452112,44.375464,Bombing/Explosion,7,7
35.452112,44.375464,Bombing/Explosion,6,6
32.469239,44.416638,Bombing/Explosion,3,4
33.303567,44.371771,Armed Assault,3,4
33.420949,43.295662,Bombing/Explosion,2,4
34.208416,43.890713,Bombing/Explosion,0,4
34.950795,43.494542,Bombing/Explosion,0,4
35.137008,44.446641,Bombing/Explosion,6,6
34.057113,44.218291,Bombing/Explosion,0,4
33.303567,44.371771,Bombing/Explosion,6,6
33.349159,43.784197,Bombing/Explosion,1,4
34.621521,43.668375,Bombing/Explosion,0,4
32.469239,44.416638,Bombing/Explosion,1,4
32.604392,44.007145,Bombing/Explosion,6,6
33.057992,44.354838,Bombing/Explosion,3,4
14.54397,49.124579,Hostage Taking (Kidnapping),1,4
16.930414,49.365315,Armed Assault,3,4
13.063399,44.880882,Armed Assault,1,4
12.849085,45.037275,Hostage Taking (Kidnapping),0,4
14.75463,46.516262,Bombing/Explosion,0,4
12.849085,45.037275,Armed Assault,0,4
12.825748,44.79438,Armed Assault,2,4
12.849085,45.037275,Armed Assault,29,29
13.148959,44.85055,Assassination,0,4
13.702664,44.733569,Armed Assault,1,4
13.702664,44.733569,Armed Assault,3,4
15.914915,48.650744,Armed Assault,7,7
12.849085,45.037275,Bombing/Explosion,0,4
13.990227,48.18108,Bombing/Explosion,0,4
12.86714,44.983957,Bombing/Explosion,2,4
13.985013,45.558478,Bombing/Explosion,1,4
13.56966,44.014629,Assassination,1,4
13.883333,45.866667,Armed Assault,57,57
14.288558,46.856585,Bombing/Explosion,0,4
15.515888,45.449806,Armed Assault,8,8
14.413989,44.837419,Armed Assault,1,4
13.92892,46.079399,Unknown,3,4
16.930414,49.365315,Unknown,8,8
12.8,45.033333,Armed Assault,12,12
15.219678,48.983316,Hostage Taking (Kidnapping),,4
15.840202,48.454379,Bombing/Explosion,3,4
13.883333,45.866667,Bombing/Explosion,5,5
13.887403,45.863649,Armed Assault,8,8
13.943889,45.673611,Bombing/Explosion,6,6
12.8,45.033333,Bombing/Explosion,1,4
33.303567,44.371771,Bombing/Explosion,2,4
34.208416,43.890713,Bombing/Explosion,2,4
34.208416,43.890713,Bombing/Explosion,2,4
33.66969,44.381316,Bombing/Explosion,2,4
33.743239,44.623824,Bombing/Explosion,2,4
35.452112,44.375464,Bombing/Explosion,4,4
35.672931,44.070145,Bombing/Explosion,5,5
35.452112,44.375464,Bombing/Explosion,2,4
33.776311,44.555671,Armed Assault,1,4
34.078571,44.959292,Armed Assault,1,4
33.303567,44.371771,Bombing/Explosion,3,4
33.303567,44.371771,Bombing/Explosion,2,4
33.303567,44.371771,Bombing/Explosion,1,4
33.743239,44.623824,Bombing/Explosion,3,4
33.743239,44.623824,Bombing/Explosion,1,4
35.452112,44.375464,Bombing/Explosion,0,4
35.452112,44.375464,Bombing/Explosion,2,4
33.540671,44.251268,Bombing/Explosion,6,6
33.540671,44.251268,Bombing/Explosion,1,4
33.420949,43.295662,Bombing/Explosion,2,4
33.420949,43.295662,Bombing/Explosion,1,4
34.208416,43.890713,Bombing/Explosion,3,4
34.283333,43.766667,Bombing/Explosion,1,4
33.835628,44.247406,Bombing/Explosion,0,4
35.672931,44.070145,Bombing/Explosion,6,6
35.672931,44.070145,Bombing/Explosion,1,4
35.672931,44.070145,Bombing/Explosion,1,4
35.672931,44.070145,Bombing/Explosion,1,4
35.672931,44.070145,Bombing/Explosion,1,4
35.672931,44.070145,Bombing/Explosion,1,4
34.069456,44.862264,Bombing/Explosion,0,4
33.593056,44.501111,Bombing/Explosion,0,4
34.950795,43.494542,Bombing/Explosion,0,4
36.354146,43.143571,Bombing/Explosion,0,4
33.349159,43.784197,Bombing/Explosion,1,4
33.349159,43.784197,Bombing/Explosion,0,4
36.354146,43.143571,Bombing/Explosion,0,4
33.303567,44.371771,Bombing/Explosion,2,4
33.303567,44.371771,Bombing/Explosion,2,4
33.303567,44.371771,Bombing/Explosion,2,4
32.777344,44.289352,Bombing/Explosion,0,4
34.347345,45.383273,Bombing/Explosion,0,4
33.743239,44.623824,Bombing/Explosion,0,4
14.806614,43.019494,Hostage Taking (Kidnapping),0,4
13.129727,45.385572,Unknown,8,8
13.887403,45.863649,Bombing/Explosion,2,4
14.54397,49.124579,Armed Assault,6,6
15.19,46.7338,Bombing/Explosion,0,4
14.413989,44.837419,Unknown,1,4
13.148959,44.85055,Assassination,1,4
13.887403,45.863649,Unknown,15,15
15.941039,48.780092,Armed Assault,2,4
33.544589,42.933248,Bombing/Explosion,1,4
13.887403,45.863649,Unknown,4,4
36.524836,3.754936,Bombing/Explosion,1,4
13.129727,45.385572,Bombing/Explosion,0,4
36.33563,4.262131,Bombing/Explosion,0,4
13.129727,45.385572,Armed Assault,20,20
36.3308,4.3011,Bombing/Explosion,0,4
36.3308,4.3011,Bombing/Explosion,0,4
36.3308,4.3011,Bombing/Explosion,0,4
13.92891,46.079328,Bombing/Explosion,1,4
13.129727,45.385572,Armed Assault,6,6
13.887403,45.863649,Bombing/Explosion,2,4
15.325444,44.211895,Hostage Taking (Kidnapping),0,4
15.325444,44.211895,Armed Assault,0,4
14.279772,47.575337,Bombing/Explosion,0,4
15.516118,45.459809,Bombing/Explosion,0,4
12.86714,44.983957,Bombing/Explosion,0,4
14.474748,49.034291,Armed Assault,0,4
14.781294,42.972851,Armed Assault,0,4
15.325444,44.211895,Bombing/Explosion,97,97
14.413989,44.837419,Bombing/Explosion,0,4
16.165407,44.776897,Bombing/Explosion,15,15
16.917493,43.762411,Bombing/Explosion,0,4
13.129727,45.385572,Armed Assault,6,6
13.219397,45.307839,Armed Assault,25,25
14.413989,44.837419,Armed Assault,1,4
13.129727,45.385572,Bombing/Explosion,5,5
33.303567,44.371771,Bombing/Explosion,26,26
13.657844,45.8434,Bombing/Explosion,6,6
13.657844,45.8434,Bombing/Explosion,1,4
13.3576,45.696479,Bombing/Explosion,4,4
12.849085,45.037275,Bombing/Explosion,2,4
13.129727,45.385572,Armed Assault,4,4
13.374256,44.754753,Bombing/Explosion,3,4
13.293056,45.295,Bombing/Explosion,0,4
13.219397,45.307839,Armed Assault,11,11
15.325444,44.211895,Armed Assault,1,4
13.129727,45.385572,Bombing/Explosion,9,9
32.469239,44.416638,Bombing/Explosion,20,20
33.303567,44.371771,Bombing/Explosion,9,9
33.303567,44.371771,Bombing/Explosion,7,7
33.303567,44.371771,Bombing/Explosion,7,7
33.303567,44.371771,Bombing/Explosion,1,4
33.303567,44.371771,Armed Assault,3,4
32.901412,45.077723,Bombing/Explosion,0,4
33.349159,43.784197,Bombing/Explosion,1,4
33.349159,43.784197,Bombing/Explosion,1,4
33.31065,44.038206,Bombing/Explosion,1,4
33.31065,44.038206,Bombing/Explosion,1,4
33.31065,44.038206,Bombing/Explosion,1,4
33.31065,44.038206,Bombing/Explosion,0,4
33.100528,44.584493,Bombing/Explosion,3,4
33.37576,44.702866,Bombing/Explosion,2,4
34.010473,44.148235,Bombing/Explosion,2,4
34.010473,44.148235,Bombing/Explosion,2,4
32.604392,44.007145,Bombing/Explosion,2,4
32.604392,44.007145,Bombing/Explosion,1,4
33.749892,44.633421,Bombing/Explosion,3,4
33.743239,44.623824,Bombing/Explosion,0,4
35.452112,44.375464,Bombing/Explosion,,4
35.452112,44.375464,Bombing/Explosion,1,4
35.452112,44.375464,Bombing/Explosion,0,4
36.229574,42.236244,Bombing/Explosion,5,5
36.229574,42.236244,Bombing/Explosion,0,4
36.229574,42.236244,Bombing/Explosion,0,4
33.633895,42.83208,Bombing/Explosion,0,4
14.326655,47.447214,Armed Assault,15,15
33.303567,44.371771,Bombing/Explosion,18,18
33.303567,44.371771,Bombing/Explosion,14,14
14.54397,49.124579,Assassination,1,4
33.743239,44.623824,Bombing/Explosion,16,16
12.849085,45.037275,Assassination,4,4
15.325444,44.211895,Bombing/Explosion,0,4
33.420949,43.295662,Bombing/Explosion,3,4
33.743239,44.623824,Bombing/Explosion,6,6
33.571807,44.536067,Armed Assault,4,4
13.887403,45.863649,Bombing/Explosion,1,4
33.743239,44.623824,Bombing/Explosion,1,4
15.325444,44.211895,Assassination,1,4
31.989581,44.923774,Bombing/Explosion,25,25
15.325444,44.211895,Assassination,0,4
15.325444,44.211895,Bombing/Explosion,11,11
15.325444,44.211895,Bombing/Explosion,1,4
13.586484,44.024105,Assassination,4,4
13.702664,44.733569,Hostage Taking (Kidnapping),0,4
14.536389,46.833056,Assassination,1,4
12.849085,45.037275,Assassination,1,4
14.413989,44.837419,Armed Assault,1,4
14.54397,49.124579,Assassination,0,4
34.129853,44.362278,Armed Assault,15,15
33.540671,44.251268,Bombing/Explosion,11,11
33.540671,44.251268,Bombing/Explosion,12,12
33.540671,44.251268,Bombing/Explosion,10,10
33.540671,44.251268,Bombing/Explosion,10,10
33.303567,44.371771,Bombing/Explosion,3,4
33.303567,44.371771,Bombing/Explosion,12,12
34.881348,44.62513,Bombing/Explosion,1,4
34.881348,44.62513,Bombing/Explosion,0,4
34.881348,44.62513,Bombing/Explosion,0,4
33.835628,44.247406,Bombing/Explosion,1,4
34.010473,44.148235,Bombing/Explosion,0,4
34.010473,44.148235,Bombing/Explosion,0,4
33.571807,44.536067,Bombing/Explosion,5,5
33.784249,44.509721,Bombing/Explosion,3,4
33.953165,44.921904,Bombing/Explosion,2,4
33.953165,44.921904,Bombing/Explosion,1,4
33.953165,44.921904,Bombing/Explosion,1,4
33.953165,44.921904,Bombing/Explosion,1,4
36.354146,43.143571,Bombing/Explosion,3,4
35.713266,41.760647,Bombing/Explosion,1,4
35.816667,43.266667,Bombing/Explosion,3,4
36.354146,43.143571,Bombing/Explosion,0,4
35.452112,44.375464,Bombing/Explosion,1,4
35.452112,44.375464,Bombing/Explosion,1,4
35.452112,44.375464,Bombing/Explosion,1,4
35.452112,44.375464,Bombing/Explosion,1,4
35.452112,44.375464,Bombing/Explosion,1,4
35.452112,44.375464,Bombing/Explosion,0,4
35.452112,44.375464,Bombing/Explosion,0,4
35.688611,44.109167,Bombing/Explosion,0,4
35.688611,44.109167,Bombing/Explosion,0,4
31.989581,44.923774,Bombing/Explosion,4,4
34.533753,43.483738,Armed Assault,2,4
34.347345,45.383273,Bombing/Explosion,2,4
34.347345,45.383273,Armed Assault,0,4
33.743239,44.623824,Bombing/Explosion,0,4
33.303567,44.371771,Bombing/Explosion,0,4
33.66969,44.381316,Bombing/Explosion,0,4
33.303567,44.371771,Bombing/Explosion,2,4
36.229574,42.236244,Bombing/Explosion,,4
34.366667,43.816667,Armed Assault,2,4
13.340718,45.297109,Armed Assault,5,5
14.54397,49.124579,Hostage Taking (Kidnapping),,4
15.325444,44.211895,Bombing/Explosion,1,4
12.849085,45.037275,Assassination,0,4
33.303567,44.371771,Bombing/Explosion,11,11
33.303567,44.371771,Bombing/Explosion,10,10
33.303567,44.371771,Armed Assault,,4
13.219397,45.307839,Armed Assault,4,4
15.411051,48.060789,Unknown,1,4
34.057113,44.218291,Bombing/Explosion,4,4
13.219397,45.307839,Bombing/Explosion,46,46
14.75463,46.516262,Bombing/Explosion,0,4
13.219397,45.307839,Bombing/Explosion,1,4
34.950795,43.494542,Armed Assault,8,8
14.54397,49.124579,Assassination,2,4
16.931354,49.365315,Armed Assault,3,4
34.726267,44.584907,Armed Assault,6,6
34.726267,44.584907,Armed Assault,8,8
34.726267,44.584907,Bombing/Explosion,0,4
33.743239,44.623824,Bombing/Explosion,3,4
13.219397,45.307839,Armed Assault,1,4
13.3576,45.696479,Bombing/Explosion,2,4
33.548307,44.415735,Bombing/Explosion,6,6
35.137008,44.446641,Bombing/Explosion,3,4
35.137008,44.446641,Bombing/Explosion,3,4
33.303567,44.371771,Bombing/Explosion,14,14
33.303567,44.371771,Bombing/Explosion,13,13
33.303567,44.371771,Bombing/Explosion,16,16
33.64997,44.261544,Armed Assault,10,10
32.533286,45.829453,Bombing/Explosion,7,7
35.452112,44.375464,Bombing/Explosion,1,4
35.452112,44.375464,Bombing/Explosion,1,4
35.452112,44.375464,Bombing/Explosion,0,4
33.457222,44.086389,Armed Assault,4,4
33.457222,44.086389,Bombing/Explosion,0,4
33.743239,44.623824,Bombing/Explosion,4,4
13.702664,44.733569,Armed Assault,0,4
12.849085,45.037275,Bombing/Explosion,14,14
13.92891,46.079328,Bombing/Explosion,2,4
14.75463,46.516262,Bombing/Explosion,0,4
13.063399,44.880882,Armed Assault,0,4
13.063399,44.880882,Armed Assault,0,4
12.714722,44.207778,Bombing/Explosion,0,4
15.325444,44.211895,Assassination,1,4
34.881348,44.62513,Armed Assault,2,4
33.835628,44.247406,Armed Assault,6,6
33.835628,44.247406,Bombing/Explosion,5,5
33.457222,44.086389,Armed Assault,1,4
33.743239,44.623824,Bombing/Explosion,0,4
33.743239,44.623824,Bombing/Explosion,0,4
33.743239,44.623824,Bombing/Explosion,0,4
34.950795,43.494542,Bombing/Explosion,0,4
31.848218,47.145201,Bombing/Explosion,14,14
33.303567,44.371771,Bombing/Explosion,13,13
33.303567,44.371771,Bombing/Explosion,5,5
33.303567,44.371771,Bombing/Explosion,4,4
33.303567,44.371771,Bombing/Explosion,3,4
33.303567,44.371771,Bombing/Explosion,7,7
35.452112,44.375464,Bombing/Explosion,9,9
35.452112,44.375464,Bombing/Explosion,3,4
35.290356,44.007872,Bombing/Explosion,7,7
35.272077,43.915044,Bombing/Explosion,0,4
35.326122,43.78081,Bombing/Explosion,0,4
33.540671,44.251268,Bombing/Explosion,1,4
33.540671,44.251268,Bombing/Explosion,0,4
33.540671,44.251268,Bombing/Explosion,0,4
33.743239,44.623824,Bombing/Explosion,0,4
33.743239,44.623824,Bombing/Explosion,1,4
33.743239,44.623824,Bombing/Explosion,0,4
33.743239,44.623824,Bombing/Explosion,0,4
33.743239,44.623824,Bombing/Explosion,0,4
